Date,Comment,tokens_stopword,clean_text,stemmed
2025-12-04T06:01:18Z,"['tidak', 'suka', 'dnger', 'ocehan', 'pejabat', 'berlama', 'tapi', 'tidak', 'dengan', 'pak', 'purbaya']","['tidak', 'suka', 'dnger', 'ocehan', 'pejabat', 'berlama', 'tidak', 'purbaya']",tidak suka dnger ocehan pejabat berlama tidak purbaya,tidak suka dnger oceh jabat lama tidak purbaya
2025-12-04T05:58:17Z,"['paham', 'tidak']","['paham', 'tidak']",paham tidak,paham tidak
2025-12-04T05:57:40Z,"['yang', 'mewancarai', 'ekonom', 'yang', 'diwawancarai', 'ekonom', 'menkeu', 'kali', 'ini', 'tontonan', 'ekslusif']","['mewancarai', 'ekonom', 'diwawancarai', 'ekonom', 'menkeu', 'kali', 'tontonan', 'ekslusif']",mewancarai ekonom diwawancarai ekonom menkeu kali tontonan ekslusif,mewancarai ekonom wawancara ekonom menkeu kali tonton ekslusif
2025-12-04T05:57:35Z,['rispek'],['rispek'],rispek,rispek
2025-12-04T05:55:40Z,['legit'],['legit'],legit,legit
2025-12-04T05:53:47Z,"['ditunggu', 'naval', 'rafikant', 'endgame']","['ditunggu', 'naval', 'rafikant', 'endgame']",ditunggu naval rafikant endgame,tunggu naval rafikant endgame
2025-12-04T05:53:35Z,"['kalau', 'ilmu', 'diibaratkan', 'daging', 'obrolan', 'ini', 'isinya', 'daging', 'wagyu', 'semua']","['kalau', 'ilmu', 'diibaratkan', 'daging', 'obrolan', 'isinya', 'daging', 'wagyu', 'semua']",kalau ilmu diibaratkan daging obrolan isinya daging wagyu semua,kalau ilmu ibarat daging obrol isi daging wagyu semua
2025-12-04T05:52:12Z,"['nyangka', 'pemikiran', 'pak', 'purbaya', 'ternyataa', 'nyambung', 'dengan', 'isi', 'kepala', 'ekonom', 'cerdas', 'pak', 'gita']","['nyangka', 'pemikiran', 'purbaya', 'ternyataa', 'nyambung', 'isi', 'kepala', 'ekonom', 'cerdas', 'gita']",nyangka pemikiran purbaya ternyataa nyambung isi kepala ekonom cerdas gita,nyangka pikir purbaya ternyataa nyambung isi kepala ekonom cerdas gita
2025-12-04T05:51:26Z,['super'],['super'],super,super
2025-12-04T05:51:16Z,"['beasiswa', 'untuk', 'technology', 'penerbangan', 'pak', 'saya', 'siap', 'biar', 'kita', 'buat', 'sendiri']","['beasiswa', 'technology', 'penerbangan', 'siap', 'biar', 'buat', 'sendiri']",beasiswa technology penerbangan siap biar buat sendiri,beasiswa technology terbang siap biar buat sendiri
2025-12-04T05:50:45Z,"['mengganti', 'smi', 'dengan', 'pak', 'purbaya', 'adalah', 'breakthrough', 'terbaik', 'indonesia']","['mengganti', 'smi', 'purbaya', 'breakthrough', 'terbaik', 'indonesia']",mengganti smi purbaya breakthrough terbaik indonesia,ganti smi purbaya breakthrough baik indonesia
2025-12-04T05:50:23Z,"['teriimakasih', 'pak']",['teriimakasih'],teriimakasih,teriimakasih
2025-12-04T05:48:04Z,"['nah', 'betul', 'tuh', 'para', 'pemda', 'harus', 'diedukasi', 'dalam', 'membuat', 'anggaran', 'kadang', 'mereka', 'hanya', 'membuat', 'anggaran', 'hanya', 'dieskalasikan', 'dari', 'tahun', 'sebelum', 'nya']","['nah', 'betul', 'tuh', 'pemda', 'diedukasi', 'membuat', 'anggaran', 'kadang', 'membuat', 'anggaran', 'dieskalasikan', 'tahun']",nah betul tuh pemda diedukasi membuat anggaran kadang membuat anggaran dieskalasikan tahun,nah betul tuh pemda edukasi buat anggar kadang buat anggar eskalasi tahun
2025-12-04T05:46:45Z,"['ini', 'gila', 'daging', 'semua', 'berasa', 'kuliah', 'prodi']","['gila', 'daging', 'semua', 'berasa', 'kuliah', 'prodi']",gila daging semua berasa kuliah prodi,gila daging semua asa kuliah prodi
2025-12-04T05:46:30Z,"['kuliah', 'online']","['kuliah', 'online']",kuliah online,kuliah online
2025-12-04T05:44:45Z,"['pak', 'purbaya', 'itu', 'kalo', 'mau', 'daftar', 'beasiswa', 'bapak', 'tadi', 'dimana', 'saya', 'mau', 'kok', 'pak', 'hahahaha', 'sekalian', 'nya', 'pak', 'saya', 'gen', 'jiwa', 'millenial', 'pak']","['purbaya', 'kalo', 'mau', 'daftar', 'beasiswa', 'tadi', 'mau', 'kok', 'hahahaha', 'sekalian', 'gen', 'jiwa', 'millenial']",purbaya kalo mau daftar beasiswa tadi mau kok hahahaha sekalian gen jiwa millenial,purbaya kalo mau daftar beasiswa tadi mau kok hahahaha sekali gen jiwa millenial
2025-12-04T05:42:48Z,"['saya', 'guru', 'honorer', 'saya', 'sangat', 'berterimakasih']","['guru', 'honorer', 'sangat', 'berterimakasih']",guru honorer sangat berterimakasih,guru honorer sangat berterimakasih
2025-12-04T05:42:03Z,"['damn', 'this', 'wagyu', 'level', 'talking']","['damn', 'this', 'wagyu', 'level', 'talking']",damn this wagyu level talking,damn this wagyu level talking
2025-12-04T05:41:07Z,"['obrolan', 'dua', 'orang', 'bersih', 'dan', 'visioner', 'beda', 'dengan', 'pejabat', 'yang', 'full', 'pencitraan', 'dan', 'sibuk', 'memperkaya', 'diri']","['obrolan', 'orang', 'bersih', 'visioner', 'beda', 'pejabat', 'full', 'pencitraan', 'sibuk', 'memperkaya', 'diri']",obrolan orang bersih visioner beda pejabat full pencitraan sibuk memperkaya diri,obrol orang bersih visioner beda jabat full citra sibuk kaya diri
2025-12-04T05:36:42Z,['excellent'],['excellent'],excellent,excellent
2025-12-04T05:35:29Z,"['makin', 'yakin', 'buat', 'lanjut', 'sekolah', 'setelah', 'keadaan', 'mulai', 'stabil']","['makin', 'yakin', 'buat', 'lanjut', 'sekolah', 'keadaan', 'mulai', 'stabil']",makin yakin buat lanjut sekolah keadaan mulai stabil,makin yakin buat lanjut sekolah ada mulai stabil
2025-12-04T05:33:33Z,"['yang', 'tidak', 'pernah', 'belajar', 'ekonomi', 'dari', 'sini', 'kita', 'dapat', 'asupan', 'protein', 'yang', 'sangat', 'mahal', 'harganya', 'sehat', 'selalu', 'dan', 'semoga', 'dilindungi', 'allah', 'dari', 'segala', 'keburukkan', 'setan', 'berwujud', 'manusia']","['tidak', 'pernah', 'belajar', 'ekonomi', 'sini', 'asupan', 'protein', 'sangat', 'mahal', 'harganya', 'sehat', 'selalu', 'semoga', 'dilindungi', 'allah', 'segala', 'keburukkan', 'setan', 'berwujud', 'manusia']",tidak pernah belajar ekonomi sini asupan protein sangat mahal harganya sehat selalu semoga dilindungi allah segala keburukkan setan berwujud manusia,tidak pernah ajar ekonomi sini asupan protein sangat mahal harga sehat selalu moga lindung allah segala buruk setan wujud manusia
2025-12-04T05:28:50Z,"['kolaborasi', 'yang', 'joos', 'indonesia', 'bangkit', 'kepurukan', 'allahu', 'akbar']","['kolaborasi', 'joos', 'indonesia', 'bangkit', 'kepurukan', 'allahu', 'akbar']",kolaborasi joos indonesia bangkit kepurukan allahu akbar,kolaborasi joos indonesia bangkit puruk allahu akbar
2025-12-04T05:28:36Z,"['tujuan', 'pergantian', 'menkeu', 'adalah', 'demi', 'mencapai', 'pertumbuhan', 'ekonomi', 'nah', 'tercapai', 'tersebut', 'dtahun']","['tujuan', 'pergantian', 'menkeu', 'mencapai', 'pertumbuhan', 'ekonomi', 'nah', 'tercapai', 'tersebut', 'dtahun']",tujuan pergantian menkeu mencapai pertumbuhan ekonomi nah tercapai tersebut dtahun,tuju ganti menkeu capai tumbuh ekonomi nah capai sebut dtahun
2025-12-04T05:23:48Z,"['this', 'wild']","['this', 'wild']",this wild,this wild
2025-12-04T05:22:59Z,"['yakin', 'ini', 'ijazah', 'nya', 'asli', 'ketahuan', 'dari', 'pandangan', 'mereka', 'tentang', 'ekonomi', 'suatu', 'negara']","['yakin', 'ijazah', 'asli', 'ketahuan', 'pandangan', 'ekonomi', 'suatu', 'negara']",yakin ijazah asli ketahuan pandangan ekonomi suatu negara,yakin ijazah asli tahu pandang ekonomi suatu negara
2025-12-04T05:21:47Z,"['jangan', 'pinter', 'pak', 'karakter', 'nya', 'juga']","['jangan', 'pinter', 'karakter']",jangan pinter karakter,jangan pinter karakter
2025-12-04T05:19:38Z,"['keren', 'pantes', 'indonesia', 'kalah', 'jauh', 'karena', 'memang', 'pengethuannya', 'juga', 'kalah']","['keren', 'pantes', 'indonesia', 'kalah', 'jauh', 'memang', 'pengethuannya', 'kalah']",keren pantes indonesia kalah jauh memang pengethuannya kalah,keren pantes indonesia kalah jauh memang pengethuannya kalah
2025-12-04T05:19:04Z,"['pak', 'purbaya', 'serasa', 'lebih', 'serius', 'ngbrol', 'disini', 'karena', 'teman', 'ngobrolnya', 'pak', 'gita', 'semenjak', 'ada', 'pak', 'purbaya', 'ekonomi', 'terlihat', 'seru']","['purbaya', 'serasa', 'lebih', 'serius', 'ngbrol', 'disini', 'teman', 'ngobrolnya', 'gita', 'semenjak', 'purbaya', 'ekonomi', 'terlihat', 'seru']",purbaya serasa lebih serius ngbrol disini teman ngobrolnya gita semenjak purbaya ekonomi terlihat seru,purbaya serasa lebih serius ngbrol sini teman ngobrolnya gita semenjak purbaya ekonomi lihat seru
2025-12-05T15:10:25Z,"['iya', 'cuma', 'parlemen', 'dirjen', 'dan', 'mafia', 'import', 'cukai', 'gemeter']","['iya', 'cuma', 'parlemen', 'dirjen', 'mafia', 'import', 'cukai', 'gemeter']",iya cuma parlemen dirjen mafia import cukai gemeter,iya cuma parlemen dirjen mafia import cukai gemeter
2025-12-07T05:53:54Z,"['ini', 'obri', 'obrolan', 'pribadi', 'bapak', 'quot', 'sebagai', 'teman', 'lama', 'yang', 'bertemu', 'kembali']","['obri', 'obrolan', 'pribadi', 'teman', 'lama', 'bertemu']",obri obrolan pribadi teman lama bertemu,obri obrol pribadi teman lama temu
2025-12-04T05:18:52Z,['wow'],['wow'],wow,wow
2025-12-04T05:18:51Z,"['lemari', 'rak', 'nya', 'mau', 'ambruk', 'tuh']","['lemari', 'rak', 'mau', 'ambruk', 'tuh']",lemari rak mau ambruk tuh,lemari rak mau ambruk tuh
2025-12-04T05:16:30Z,"['gita', 'narasi', 'equity', 'purbaya', 'maksudnya', 'gimana']","['gita', 'narasi', 'equity', 'purbaya', 'maksudnya', 'gimana']",gita narasi equity purbaya maksudnya gimana,gita narasi equity purbaya maksud gimana
2025-12-05T13:26:10Z,"['inilah', 'orang', 'pinter', 'beneran', 'sekolahnya', 'beneran', 'tidak', 'segan', 'bertanya', 'kalo', 'tidak', 'tau']","['inilah', 'orang', 'pinter', 'beneran', 'sekolahnya', 'beneran', 'tidak', 'segan', 'bertanya', 'kalo', 'tidak', 'tau']",inilah orang pinter beneran sekolahnya beneran tidak segan bertanya kalo tidak tau,ini orang pinter beneran sekolah beneran tidak segan tanya kalo tidak tau
2025-12-04T05:14:59Z,"['terima', 'kasih', 'bapak', 'berdua']","['terima', 'kasih', 'berdua']",terima kasih berdua,terima kasih dua
2025-12-04T05:12:14Z,"['bahlilzulkiplipigaimana', 'bisa', 'ngomong', 'gini']","['bahlilzulkiplipigaimana', 'ngomong', 'gini']",bahlilzulkiplipigaimana ngomong gini,bahlilzulkiplipigaimana ngomong gin
2025-12-04T05:12:06Z,"['closing', 'statement', 'keren', 'pak', 'pur']","['closing', 'statement', 'keren', 'purbaya']",closing statement keren purbaya,closing statement keren purbaya
2025-12-04T05:02:50Z,"['visi', 'misi', 'keren', 'dan', 'logis']","['visi', 'misi', 'keren', 'logis']",visi misi keren logis,visi misi keren logis
2025-12-04T05:01:21Z,['mewah'],['mewah'],mewah,mewah
2025-12-04T05:00:51Z,"['dasyat', 'dari', 'percakapan', 'ini', 'sedikit', 'sedikit', 'bisa', 'memahami', 'isi', 'kepala', 'purbaya', 'keren', 'beneran', 'ini', 'orang', 'bener', 'detail']","['dasyat', 'percakapan', 'sedikit', 'sedikit', 'memahami', 'isi', 'kepala', 'purbaya', 'keren', 'beneran', 'orang', 'bener', 'detail']",dasyat percakapan sedikit sedikit memahami isi kepala purbaya keren beneran orang bener detail,dasyat cakap sedikit sedikit paham isi kepala purbaya keren beneran orang bener detail
2025-12-04T05:00:19Z,"['saya', 'suka', 'salah', 'satu', 'quote', 'dalam', 'podcast', 'ini', 'kita', 'butuh', 'lebih', 'banyak', 'orang', 'pintar']","['suka', 'salah', 'satu', 'quote', 'podcast', 'butuh', 'lebih', 'banyak', 'orang', 'pintar']",suka salah satu quote podcast butuh lebih banyak orang pintar,suka salah satu quote podcast butuh lebih banyak orang pintar
2025-12-04T07:07:59Z,"['pintar', 'dan', 'jujur']","['pintar', 'jujur']",pintar jujur,pintar jujur
2025-12-04T11:56:09Z,"['dari', 'dulu']",['dulu'],dulu,dulu
2025-12-04T14:45:10Z,"['banyak', 'orang', 'pintar', 'jrg', 'yang', 'jujur']","['banyak', 'orang', 'pintar', 'jrg', 'jujur']",banyak orang pintar jrg jujur,banyak orang pintar jrg jujur
2025-12-04T16:27:11Z,"['tergantung', 'nya', 'bos', 'indonesia', 'tidak', 'kurang', 'orang', 'pintar', 'dan', 'jujur', 'tapi', 'itu', 'penghambat', 'terhadap', 'oknum', 'yang', 'korup', 'makanya', 'sekarang', 'bisa', 'lihat', 'betapa', 'mengerikan', 'kebihakan', 'yang', 'mengorbankan', 'rakyat', 'mudah', 'pak', 'prabowo', 'dan', 'jajarannya', 'bisa', 'membuat', 'ekonomi', 'indonesia', 'menjadi', 'lebih', 'baik', 'kedepannya']","['tergantung', 'bos', 'indonesia', 'tidak', 'kurang', 'orang', 'pintar', 'jujur', 'penghambat', 'oknum', 'korup', 'makanya', 'sekarang', 'lihat', 'betapa', 'mengerikan', 'kebihakan', 'mengorbankan', 'rakyat', 'mudah', 'prabowo', 'jajarannya', 'membuat', 'ekonomi', 'indonesia', 'menjadi', 'lebih', 'baik', 'kedepannya']",tergantung bos indonesia tidak kurang orang pintar jujur penghambat oknum korup makanya sekarang lihat betapa mengerikan kebihakan mengorbankan rakyat mudah prabowo jajarannya membuat ekonomi indonesia menjadi lebih baik kedepannya,gantung bos indonesia tidak kurang orang pintar jujur hambat oknum korup makanya sekarang lihat betapa keri kebihakan korban rakyat mudah prabowo jajar buat ekonomi indonesia jadi lebih baik depan
2025-12-05T12:00:30Z,"['engga', 'tidak', 'banyak', 'orang', 'pintar']","['engga', 'tidak', 'banyak', 'orang', 'pintar']",engga tidak banyak orang pintar,engga tidak banyak orang pintar
2025-12-04T04:57:38Z,"['sayang', 'tidak', 'ada', 'menyinggung', 'tentang', 'redenominasi', 'padahal', 'menurut', 'saya', 'urgen', 'sekali']","['sayang', 'tidak', 'menyinggung', 'redenominasi', 'padahal', 'urgen', 'sekali']",sayang tidak menyinggung redenominasi padahal urgen sekali,sayang tidak singgung redenominasi padahal urgen sekali
2025-12-04T04:55:37Z,"['luar', 'biasa', 'podcast', 'ini', 'isinya', 'pemikiran', 'patriotis', 'negarawan', 'sejati']","['luar', 'biasa', 'podcast', 'isinya', 'pemikiran', 'patriotis', 'negarawan', 'sejati']",luar biasa podcast isinya pemikiran patriotis negarawan sejati,luar biasa podcast isi pikir patriot negarawan sejati
2025-12-04T04:55:37Z,"['negara', 'menyekolahkan', 'orang', 'pintar', 'pintar', 'lulusan', 'luar', 'negri', 'dan', 'wapres', 'kita']","['negara', 'menyekolahkan', 'orang', 'pintar', 'pintar', 'lulusan', 'luar', 'negri', 'wapres']",negara menyekolahkan orang pintar pintar lulusan luar negri wapres,negara sekolah orang pintar pintar lulus luar negri wapres
2025-12-04T05:59:13Z,"['dosa', 'apa', 'sehingga', 'allah', 'menganugerahkan', 'indonesia', 'orang', 'plonga', 'plongo', 'berkuasa']","['dosa', 'apa', 'allah', 'menganugerahkan', 'indonesia', 'orang', 'plonga', 'plongo', 'berkuasa']",dosa apa allah menganugerahkan indonesia orang plonga plongo berkuasa,dosa apa allah anugerah indonesia orang plonga plongo kuasa
2025-12-04T04:55:10Z,"['love', 'his', 'response', 'here', 'lmao']","['love', 'his', 'response', 'here', 'lmao']",love his response here lmao,love his response here lmao
2025-12-04T04:53:37Z,"['dibalik', 'laki', 'laki', 'hebat', 'selalu', 'ada', 'wanita', 'hebat', 'yang', 'mendukungnya', 'entah', 'istrinya', 'entah', 'ibunya', 'sendiri']","['dibalik', 'laki', 'laki', 'hebat', 'selalu', 'wanita', 'hebat', 'mendukungnya', 'entah', 'istrinya', 'entah', 'ibunya', 'sendiri']",dibalik laki laki hebat selalu wanita hebat mendukungnya entah istrinya entah ibunya sendiri,balik laki laki hebat selalu wanita hebat dukung entah istri entah ibu sendiri
2025-12-04T04:53:13Z,['purbaya'],['purbaya'],purbaya,purbaya
2025-12-04T04:52:43Z,"['menurut', 'saya', 'indonesia', 'banyak', 'kok', 'ekonom', 'yang', 'pintar', 'cuma', 'terima', 'kasih', 'gita', 'dan', 'pak', 'purbaya', 'untuk', 'sharing', 'sharing', 'nya', 'sehat', 'dan', 'sukses', 'selalu']","['indonesia', 'banyak', 'kok', 'ekonom', 'pintar', 'cuma', 'terima', 'kasih', 'gita', 'purbaya', 'sharing', 'sharing', 'sehat', 'sukses', 'selalu']",indonesia banyak kok ekonom pintar cuma terima kasih gita purbaya sharing sharing sehat sukses selalu,indonesia banyak kok ekonom pintar cuma terima kasih gita purbaya sharing sharing sehat sukses selalu
2025-12-04T04:51:19Z,"['mereka', 'banyak', 'yang', 'melirik', 'kita', 'sendiri', 'yang', 'mempersulit']","['banyak', 'melirik', 'sendiri', 'mempersulit']",banyak melirik sendiri mempersulit,banyak lirik sendiri sulit
2026-01-04T17:59:58Z,[],[],,
2025-12-04T04:50:07Z,"['diskusi', 'yang', 'sangat', 'berkelas', 'tinggi']","['diskusi', 'sangat', 'berkelas', 'tinggi']",diskusi sangat berkelas tinggi,diskusi sangat kelas tinggi
2025-12-04T04:44:32Z,"['pak', 'gita', 'dikuliahin', 'pak', 'purbaya', 'praktika', 'insights']","['gita', 'dikuliahin', 'purbaya', 'praktika', 'insights']",gita dikuliahin purbaya praktika insights,gita dikuliahin purbaya praktika insights
2025-12-04T04:44:21Z,"['diskusi', 'full', 'daging']","['diskusi', 'full', 'daging']",diskusi full daging,diskusi full daging
2025-12-04T04:44:16Z,"['mendengar', 'percakapan', 'pak', 'purbaya', 'dan', 'pak', 'gita', 'semakin', 'optimis', 'bahwa', 'indonesia', 'bisa', 'bersinar', 'leih', 'cepat', 'akan', 'tetapi', 'ada', 'quot', 'hambatan', 'quot', 'bahasa', 'halus', 'pak', 'purbaya', 'yang', 'tidak', 'sesuai', 'dengan', 'kepemimpinan', 'tertinggi', 'lekas', 'pulih', 'indonesiaku']","['mendengar', 'percakapan', 'purbaya', 'gita', 'semakin', 'optimis', 'indonesia', 'bersinar', 'leih', 'cepat', 'hambatan', 'bahasa', 'halus', 'purbaya', 'tidak', 'sesuai', 'kepemimpinan', 'tertinggi', 'lekas', 'pulih', 'indonesiaku']",mendengar percakapan purbaya gita semakin optimis indonesia bersinar leih cepat hambatan bahasa halus purbaya tidak sesuai kepemimpinan tertinggi lekas pulih indonesiaku,dengar cakap purbaya gita makin optimis indonesia sinar leih cepat hambat bahasa halus purbaya tidak sesuai pimpin tinggi lekas pulih indonesia
2025-12-04T04:43:09Z,"['berasa', 'berdosa', 'seperti', 'gue', 'harusnya', 'tidak', 'dengerin', 'ini', 'tidak', 'sih', 'wkkwkwkwkw']","['berasa', 'berdosa', 'gue', 'harusnya', 'tidak', 'dengerin', 'tidak', 'wkkwkwkwkw']",berasa berdosa gue harusnya tidak dengerin tidak wkkwkwkwkw,asa dosa gue harus tidak dengerin tidak wkkwkwkwkw
2025-12-04T04:39:53Z,"['daging', 'semua', 'gol', 'rakyat', 'akan', 'sejahterah']","['daging', 'semua', 'gol', 'rakyat', 'sejahterah']",daging semua gol rakyat sejahterah,daging semua gol rakyat sejahterah
2025-12-04T04:38:45Z,"['salut', 'buat', 'bini', 'nya', 'pak', 'purbaya', 'cinta', 'itu', 'membuatmu', 'berkembang', 'bukan', 'menjerumuskan']","['salut', 'buat', 'bini', 'purbaya', 'cinta', 'membuatmu', 'berkembang', 'bukan', 'menjerumuskan']",salut buat bini purbaya cinta membuatmu berkembang bukan menjerumuskan,salut buat bini purbaya cinta buat kembang bukan jerumus
2025-12-04T04:38:33Z,"['tontonan', 'mewah']","['tontonan', 'mewah']",tontonan mewah,tonton mewah
2025-12-04T04:38:08Z,"['duet', 'maut']","['duet', 'maut']",duet maut,duet maut
2025-12-04T04:36:57Z,"['pak', 'purbaya', 'mencerdaskan', 'kehidupan', 'bangsa']","['purbaya', 'mencerdaskan', 'kehidupan', 'bangsa']",purbaya mencerdaskan kehidupan bangsa,purbaya cerdas hidup bangsa
2025-12-04T04:34:17Z,"['saya', 'mau', 'kerjasama', 'dengan', 'stanford', 'berapa', 'biaya', 'nya', 'per', 'orang', 'gilak', 'sih', 'menkeu']","['mau', 'kerjasama', 'stanford', 'berapa', 'biaya', 'per', 'orang', 'gilak', 'menkeu']",mau kerjasama stanford berapa biaya per orang gilak menkeu,mau kerjasama stanford berapa biaya per orang gilak menkeu
2025-12-04T04:32:25Z,"['gibran', 'paham', 'ginian', 'tidak', 'wkwkwk']","['gibran', 'paham', 'ginian', 'tidak', 'wkwkwk']",gibran paham ginian tidak wkwkwk,gibran paham ginian tidak wkwkwk
2025-12-04T04:32:16Z,"['gilak', 'ini', 'tontonan', 'keren', 'mewah', 'terima', 'kasih', 'pak', 'gita', 'terima', 'kasih', 'pak', 'purbaya']","['gilak', 'tontonan', 'keren', 'mewah', 'terima', 'kasih', 'gita', 'terima', 'kasih', 'purbaya']",gilak tontonan keren mewah terima kasih gita terima kasih purbaya,gilak tonton keren mewah terima kasih gita terima kasih purbaya
2025-12-04T04:31:56Z,"['baru', 'kali', 'ini', 'denger', 'orang', 'ngobrol', 'jarang', 'ada', 'nya', 'bener', 'full', 'informasi', 'ini', 'obrolan']","['baru', 'kali', 'denger', 'orang', 'ngobrol', 'jarang', 'bener', 'full', 'informasi', 'obrolan']",baru kali denger orang ngobrol jarang bener full informasi obrolan,baru kali denger orang ngobrol jarang bener full informasi obrol
2025-12-04T04:31:51Z,"['gojlog', 'level']","['gojlog', 'level']",gojlog level,gojlog level
2025-12-04T04:30:27Z,"['wajibkan', 'semua', 'anggota', 'dewan', 'dprd', 'dpr', 'untuk', 'mendengarkan', 'dan', 'menganalisa', 'semua', 'isi', 'podcast', 'ini', 'dan', 'suruh', 'mereka', 'masing', 'membuat', 'kesimpulannya', 'bisa', 'ndak']","['wajibkan', 'semua', 'anggota', 'dewan', 'dprd', 'dpr', 'mendengarkan', 'menganalisa', 'semua', 'isi', 'podcast', 'suruh', 'masing', 'membuat', 'kesimpulannya', 'ndak']",wajibkan semua anggota dewan dprd dpr mendengarkan menganalisa semua isi podcast suruh masing membuat kesimpulannya ndak,wajib semua anggota dewan dprd dpr dengar menganalisa semua isi podcast suruh masing buat simpul ndak
2025-12-04T04:27:30Z,"['yang', 'mengganggu', 'orang', 'kita', 'sendiri']","['mengganggu', 'orang', 'sendiri']",mengganggu orang sendiri,ganggu orang sendiri
2025-12-04T04:27:27Z,"['gila', 'ini', 'daging', 'wagyu', 'isinya']","['gila', 'daging', 'wagyu', 'isinya']",gila daging wagyu isinya,gila daging wagyu isi
2025-12-04T04:22:24Z,"['obrolan', 'tingkat', 'tinggi', 'mas', 'gibran', 'dengerin', 'nih', 'wkwk']","['obrolan', 'tingkat', 'tinggi', 'mas', 'gibran', 'dengerin', 'nih', 'wkwk']",obrolan tingkat tinggi mas gibran dengerin nih wkwk,obrol tingkat tinggi mas gibran dengerin nih wkwk
2025-12-04T04:21:33Z,"['ibu', 'rumah', 'tangga', 'dengarin', 'ini', 'sampai', 'hbs', 'sehat', 'selalu', 'pak', 'purbaya']","['ibu', 'rumah', 'tangga', 'dengarin', 'hbs', 'sehat', 'selalu', 'purbaya']",ibu rumah tangga dengarin hbs sehat selalu purbaya,ibu rumah tangga dengarin hbs sehat selalu purbaya
2025-12-04T04:20:41Z,"['selanjutnya', 'boleh', 'undang', 'untuk', 'berbincang', 'dengan', 'ach', 'dhofir', 'zuhry', 'gita', 'karena', 'pemikiran', 'beliau', 'juga', 'termasuk', 'revolusioner']","['selanjutnya', 'undang', 'berbincang', 'ach', 'dhofir', 'zuhry', 'gita', 'pemikiran', 'beliau', 'termasuk', 'revolusioner']",selanjutnya undang berbincang ach dhofir zuhry gita pemikiran beliau termasuk revolusioner,lanjut undang bincang ach dhofir zuhry gita pikir beliau masuk revolusioner
2025-12-04T04:18:31Z,"['memang', 'jos', 'jis']","['memang', 'jos', 'jis']",memang jos jis,memang jos jis
2025-12-04T04:16:51Z,"['pencerahan', 'jam']","['pencerahan', 'jam']",pencerahan jam,cerah jam
2025-12-04T04:14:50Z,"['betapa', 'pentingnya', 'pengaruh', 'pendidikan', 'bukan', 'hanya', 'untuk', 'sekedar', 'hidup', 'dua', 'orang', 'luar', 'biasa', 'yang', 'perbincangannya', 'seprivat', 'ini', 'saya', 'dengar', 'saya', 'melihat', 'betapa', 'mereka', 'mencintai', 'negeri', 'ini', 'tanpa', 'pamrih']","['betapa', 'pentingnya', 'pengaruh', 'pendidikan', 'bukan', 'sekedar', 'hidup', 'orang', 'luar', 'biasa', 'perbincangannya', 'seprivat', 'dengar', 'melihat', 'betapa', 'mencintai', 'negeri', 'pamrih']",betapa pentingnya pengaruh pendidikan bukan sekedar hidup orang luar biasa perbincangannya seprivat dengar melihat betapa mencintai negeri pamrih,betapa penting pengaruh didik bukan dar hidup orang luar biasa bincang privat dengar lihat betapa cinta negeri pamrih
2025-12-04T04:14:33Z,"['poscast', 'rasa', 'cinema', 'semakin', 'pinter', 'orang', 'ditunjukkan', 'dengan', 'semakin', 'sederhana', 'bahasanya', 'dan', 'mudah', 'dimengerti']","['poscast', 'rasa', 'cinema', 'semakin', 'pinter', 'orang', 'ditunjukkan', 'semakin', 'sederhana', 'bahasanya', 'mudah', 'dimengerti']",poscast rasa cinema semakin pinter orang ditunjukkan semakin sederhana bahasanya mudah dimengerti,poscast rasa cema makin pinter orang tunjuk makin sederhana bahasa mudah erti
2025-12-04T04:11:28Z,"['this', 'where', 'politician', 'should', 'doing', 'podcast']","['this', 'where', 'politician', 'should', 'doing', 'podcast']",this where politician should doing podcast,this where politician should doing podcast
2025-12-05T13:46:53Z,"['not', 'politician']","['not', 'politician']",not politician,not politician
2025-12-04T04:08:24Z,"['sedih', 'juga', 'dengernya']","['sedih', 'dengernya']",sedih dengernya,sedih dengernya
2025-12-04T04:56:24Z,"['iyakann', 'fakta', 'yang', 'jleb']","['iyakann', 'fakta', 'jleb']",iyakann fakta jleb,iyakann fakta jleb
2025-12-04T04:07:06Z,"['sangat', 'menarik']","['sangat', 'menarik']",sangat menarik,sangat tarik
2025-12-04T04:06:50Z,"['tolong', 'gibran', 'ganti', 'yang', 'sperti', 'ini']","['gibran', 'ganti', 'sperti']",gibran ganti sperti,gibran ganti sperti
2025-12-04T04:05:10Z,"['mentri', 'yang', 'pertama', 'harus', 'takut', 'dosa', 'track', 'record', 'bagis', 'pintar', 'cerdas', 'wawasan', 'tidak', 'haus', 'politik', 'pure', 'niat', 'mengabdi', 'bangsa', 'minimal', 'umur', 'tahun']","['mentri', 'pertama', 'takut', 'dosa', 'track', 'record', 'bagis', 'pintar', 'cerdas', 'wawasan', 'tidak', 'haus', 'politik', 'pure', 'niat', 'mengabdi', 'bangsa', 'minimal', 'umur', 'tahun']",mentri pertama takut dosa track record bagis pintar cerdas wawasan tidak haus politik pure niat mengabdi bangsa minimal umur tahun,tri pertama takut dosa track record bagis pintar cerdas wawas tidak haus politik pure niat abdi bangsa minimal umur tahun
2025-12-04T04:05:00Z,['seru'],['seru'],seru,seru
