Date,Comment,tokens_stopword,clean_text,stemmed
2025-12-11T01:57:47Z,"['memang', 'terbaik', 'kalau', 'menteri', 'tidak', 'terlahir', 'dari', 'partai']","['memang', 'terbaik', 'kalau', 'menteri', 'tidak', 'terlahir', 'partai']",memang terbaik kalau menteri tidak terlahir partai,memang baik kalau menteri tidak lahir partai
2025-12-11T01:52:02Z,"['berat', 'sih', 'tapi', 'senyum', 'pak', 'menkeu', 'selalu', 'menyejukkan']","['berat', 'senyum', 'menkeu', 'selalu', 'menyejukkan']",berat senyum menkeu selalu menyejukkan,berat senyum menkeu selalu sejuk
2025-12-11T01:49:03Z,"['terima', 'kasih', 'pak', 'gita', 'dan', 'pak', 'purbaya']","['terima', 'kasih', 'gita', 'purbaya']",terima kasih gita purbaya,terima kasih gita purbaya
2025-12-11T01:16:01Z,"['kadang', 'yang', 'kita', 'cari', 'bukan', 'jawaban', 'tapi', 'arah', 'podcast', 'ini', 'ngasih', 'dua', 'duanya', 'terimakasih', 'pak', 'gita', 'sampai', 'pak', 'purbaya']","['kadang', 'cari', 'bukan', 'jawaban', 'arah', 'podcast', 'ngasih', 'duanya', 'terimakasih', 'gita', 'purbaya']",kadang cari bukan jawaban arah podcast ngasih duanya terimakasih gita purbaya,kadang cari bukan jawab arah podcast ngasih dua terimakasih gita purbaya
2025-12-11T00:13:26Z,"['malah', 'terharu']","['malah', 'terharu']",malah terharu,malah haru
2025-12-10T23:49:26Z,[],[],,
2025-12-10T21:49:56Z,"['hidup', 'yang', 'keras', 'menciptakan', 'manusia', 'yang', 'cerdas', 'manusia', 'cerdas', 'menciptakan', 'hidup', 'yang', 'santai', 'hidup', 'santai', 'menciptakan', 'manusia', 'bodoh', 'dan', 'manusia', 'bodoh', 'menciptakan', 'hidup', 'yang', 'keras', 'kesuksesan', 'hanyalah', 'ujung', 'dari', 'segala', 'percobaan', 'dengan', 'kegagalan', 'yang', 'beruntun', 'serta', 'dipoles', 'rasa', 'penasaran', 'semangat', 'yang', 'tinggi', 'dan', 'pikiran', 'terbuka', 'optimis']","['hidup', 'keras', 'menciptakan', 'manusia', 'cerdas', 'manusia', 'cerdas', 'menciptakan', 'hidup', 'santai', 'hidup', 'santai', 'menciptakan', 'manusia', 'bodoh', 'manusia', 'bodoh', 'menciptakan', 'hidup', 'keras', 'kesuksesan', 'hanyalah', 'ujung', 'segala', 'percobaan', 'kegagalan', 'beruntun', 'dipoles', 'rasa', 'penasaran', 'semangat', 'tinggi', 'pikiran', 'terbuka', 'optimis']",hidup keras menciptakan manusia cerdas manusia cerdas menciptakan hidup santai hidup santai menciptakan manusia bodoh manusia bodoh menciptakan hidup keras kesuksesan hanyalah ujung segala percobaan kegagalan beruntun dipoles rasa penasaran semangat tinggi pikiran terbuka optimis,hidup keras cipta manusia cerdas manusia cerdas cipta hidup santai hidup santai cipta manusia bodoh manusia bodoh cipta hidup keras sukses hanya ujung segala coba gagal untun poles rasa penasaran semangat tinggi pikir buka optimis
2025-12-10T19:37:24Z,"['dari', 'bagian', 'awal', 'awal', 'kita', 'bisa', 'memetik', 'sedikit', 'fenomena', 'beginilah', 'evidence', 'based', 'not', 'jurnal', 'but', 'book', 'keren', 'pak', 'pur']","['bagian', 'awal', 'awal', 'memetik', 'sedikit', 'fenomena', 'beginilah', 'evidence', 'based', 'not', 'jurnal', 'but', 'book', 'keren', 'purbaya']",bagian awal awal memetik sedikit fenomena beginilah evidence based not jurnal but book keren purbaya,bagi awal awal petik sedikit fenomena begini evidence based not jurnal but book keren purbaya
2025-12-10T19:25:23Z,"['harusnya', 'tupoksinya', 'kementrian', 'pendidikan', 'sayang', 'kementrian', 'pendidikan', 'masih', 'dengan', 'misi', 'gonta', 'ganti', 'kurikulum']","['harusnya', 'tupoksinya', 'kementrian', 'pendidikan', 'sayang', 'kementrian', 'pendidikan', 'misi', 'gonta', 'ganti', 'kurikulum']",harusnya tupoksinya kementrian pendidikan sayang kementrian pendidikan misi gonta ganti kurikulum,harus tupoksinya tri didik sayang tri didik misi gonta ganti kurikulum
2025-12-10T18:36:51Z,"['podcast', 'yang', 'sangat', 'keren']","['podcast', 'sangat', 'keren']",podcast sangat keren,podcast sangat keren
2025-12-10T17:36:50Z,"['usaha', 'tertentu', 'yang', 'halangin', 'orang', 'kita', 'sendiri', 'contohnya', 'yang', 'mana', 'pak', 'pur']","['usaha', 'tertentu', 'halangin', 'orang', 'sendiri', 'contohnya', 'mana', 'purbaya']",usaha tertentu halangin orang sendiri contohnya mana purbaya,usaha tentu halangin orang sendiri contoh mana purbaya
2025-12-10T17:02:24Z,"['podcast', 'yang', 'mencerdaskan', 'bangsa', 'indonesia', 'terimakasih', 'pak', 'sangat', 'mengedukasi', 'kami', 'yang', 'rakyat', 'jelata', 'perlu', 'sekali', 'pengetahuan', 'sperti', 'ini', 'semoga', 'sehat', 'selalu']","['podcast', 'mencerdaskan', 'bangsa', 'indonesia', 'terimakasih', 'sangat', 'mengedukasi', 'rakyat', 'jelata', 'perlu', 'sekali', 'pengetahuan', 'sperti', 'semoga', 'sehat', 'selalu']",podcast mencerdaskan bangsa indonesia terimakasih sangat mengedukasi rakyat jelata perlu sekali pengetahuan sperti semoga sehat selalu,podcast cerdas bangsa indonesia terimakasih sangat edukasi rakyat jelata perlu sekali tahu sperti moga sehat selalu
2025-12-10T16:58:34Z,"['saya', 'mau', 'pak', 'beasiswa', 'ekonomi', 'untuk', 'menjadi', 'ekonom']","['mau', 'beasiswa', 'ekonomi', 'menjadi', 'ekonom']",mau beasiswa ekonomi menjadi ekonom,mau beasiswa ekonomi jadi ekonom
2025-12-10T14:38:46Z,"['purbaya', 'ini', 'gedabrus', 'tok']","['purbaya', 'gedabrus', 'tok']",purbaya gedabrus tok,purbaya gedabrus tok
2025-12-10T23:13:26Z,"['buat', 'yang', 'otaknya', 'dungu', 'pasti', 'komennya', 'seperti', 'kanu', 'omonganmu', 'mencerminkan', 'isi', 'otakmu']","['buat', 'otaknya', 'dungu', 'komennya', 'kanu', 'omonganmu', 'mencerminkan', 'isi', 'otakmu']",buat otaknya dungu komennya kanu omonganmu mencerminkan isi otakmu,buat otak dungu komennya kanu omong cermin isi otak
2025-12-10T12:45:11Z,"['seperti', 'sedang', 'kuliah', 'ekonomi']","['sedang', 'kuliah', 'ekonomi']",sedang kuliah ekonomi,sedang kuliah ekonomi
2025-12-10T12:20:50Z,['top'],['top'],top,top
2025-12-10T12:01:59Z,"['aduh', 'gen', 'ampuun', 'gen', 'saya', 'aja', 'bingung', 'mengahadapi', 'gen', 'ini']","['aduh', 'gen', 'ampuun', 'gen', 'aja', 'bingung', 'mengahadapi', 'gen']",aduh gen ampuun gen aja bingung mengahadapi gen,aduh gen ampuun gen aja bingung mengahadapi gen
2025-12-10T10:26:08Z,"['pak', 'yakin', 'pemerintah', 'pengen', 'rakyatnya', 'pinter']","['yakin', 'pemerintah', 'pengen', 'rakyatnya', 'pinter']",yakin pemerintah pengen rakyatnya pinter,yakin perintah ken rakyat pinter
2025-12-10T10:19:08Z,"['ily', 'pak', 'purbaya']","['ily', 'purbaya']",ily purbaya,ily purbaya
2025-12-10T10:10:37Z,"['hebat', 'pak', 'prabowo', 'bisa', 'mengangkat', 'pak', 'purbaya', 'sebagai', 'menteri', 'keuangan', 'briliant']","['hebat', 'prabowo', 'mengangkat', 'purbaya', 'menteri', 'keuangan', 'briliant']",hebat prabowo mengangkat purbaya menteri keuangan briliant,hebat prabowo angkat purbaya menteri uang briliant
2025-12-10T10:05:33Z,"['beruntung', 'saya', 'bisa', 'menyaksikan', 'merekasemoga', 'selalu', 'sehat', 'dan', 'panjang', 'umur']","['beruntung', 'menyaksikan', 'merekasemoga', 'selalu', 'sehat', 'panjang', 'umur']",beruntung menyaksikan merekasemoga selalu sehat panjang umur,untung saksi merekasemoga selalu sehat panjang umur
2025-12-10T09:59:12Z,"['daging', 'semua', 'anjeeng', 'gue', 'aja', 'belajar', 'erkonomi', 'tahun', 'baru', 'nyadar', 'tercerahkan', 'sekarang']","['daging', 'semua', 'anjeeng', 'gue', 'aja', 'belajar', 'erkonomi', 'tahun', 'baru', 'nyadar', 'tercerahkan', 'sekarang']",daging semua anjeeng gue aja belajar erkonomi tahun baru nyadar tercerahkan sekarang,daging semua anjeeng gue aja ajar erkonomi tahun baru nyadar cerah sekarang
2025-12-10T09:24:41Z,"['orang', 'kimia', 'coba', 'dengerin', 'para', 'ekonom']","['orang', 'kimia', 'coba', 'dengerin', 'ekonom']",orang kimia coba dengerin ekonom,orang kimia coba dengerin ekonom
2025-12-10T09:19:23Z,"['halo', 'pak', 'saya', 'sarjana', 'nuklir', 'magister', 'fisika', 'tapi', 'senang', 'mendengar', 'penjelasan', 'pak', 'purbawa', 'yang', 'clear', 'buat', 'orang', 'awam', 'ekonomi', 'seperti', 'saya', 'dan', 'feedback', 'yang', 'kritis', 'dari', 'pak', 'gita', 'this', 'outstanding', 'podcast']","['halo', 'sarjana', 'nuklir', 'magister', 'fisika', 'senang', 'mendengar', 'penjelasan', 'purbawa', 'clear', 'buat', 'orang', 'awam', 'ekonomi', 'feedback', 'kritis', 'gita', 'this', 'outstanding', 'podcast']",halo sarjana nuklir magister fisika senang mendengar penjelasan purbawa clear buat orang awam ekonomi feedback kritis gita this outstanding podcast,halo sarjana nuklir magister fisika senang dengar jelas purbawa clear buat orang awam ekonomi feedback kritis gita this outstanding podcast
2025-12-10T08:57:46Z,"['sehat', 'sehat', 'pak']","['sehat', 'sehat']",sehat sehat,sehat sehat
2025-12-10T08:24:30Z,"['tadinya', 'saya', 'percaya', 'dengan', 'anda', 'pak', 'purbaya', 'setelah', 'melihat', 'apa', 'yang', 'anda', 'kerjakan', 'saya', 'meragukannya', 'kayaknya', 'semua', 'hanya', 'omon', 'belaka', 'yang', 'mendukung', 'pak', 'purbaya', 'siap', 'kecewa']","['tadinya', 'percaya', 'purbaya', 'melihat', 'apa', 'kerjakan', 'meragukannya', 'kayaknya', 'semua', 'omon', 'belaka', 'mendukung', 'purbaya', 'siap', 'kecewa']",tadinya percaya purbaya melihat apa kerjakan meragukannya kayaknya semua omon belaka mendukung purbaya siap kecewa,tadi percaya purbaya lihat apa kerja ragu kayak semua omon belaka dukung purbaya siap kecewa
2025-12-10T07:56:16Z,"['aku', 'ngerasa', 'seperti', 'kuliah', 'lagi', 'nonton', 'ini', 'luar', 'biasa']","['aku', 'ngerasa', 'kuliah', 'nonton', 'luar', 'biasa']",aku ngerasa kuliah nonton luar biasa,aku ngerasa kuliah nonton luar biasa
2025-12-10T07:53:48Z,"['wow', 'sepositif', 'itu', 'dan', 'seinformatif', 'itu', 'adil', 'secara', 'dua', 'sisi', 'memahami', 'sudut', 'pandang', 'pemerintah', 'dan', 'sudut', 'pandang', 'rakyat', 'dan', 'semua', 'masalahnya', 'keren', 'keren', 'semacam', 'ada', 'titik', 'temu', 'komprominya', 'damai', 'banget']","['wow', 'sepositif', 'seinformatif', 'adil', 'sisi', 'memahami', 'sudut', 'pandang', 'pemerintah', 'sudut', 'pandang', 'rakyat', 'semua', 'masalahnya', 'keren', 'keren', 'semacam', 'titik', 'temu', 'komprominya', 'damai', 'banget']",wow sepositif seinformatif adil sisi memahami sudut pandang pemerintah sudut pandang rakyat semua masalahnya keren keren semacam titik temu komprominya damai banget,wow positif informatif adil sisi paham sudut pandang perintah sudut pandang rakyat semua masalah keren keren macam titik temu kompromi damai banget
2025-12-10T06:48:55Z,"['mahal', 'ini']",['mahal'],mahal,mahal
2025-12-10T06:38:31Z,"['daging', 'semua', 'pembicaraannya', 'mudah', 'dipahami', 'meskipun', 'level', 'tinggi']","['daging', 'semua', 'pembicaraannya', 'mudah', 'dipahami', 'meskipun', 'level', 'tinggi']",daging semua pembicaraannya mudah dipahami meskipun level tinggi,daging semua bicara mudah paham meski level tinggi
2025-12-10T06:14:14Z,"['beruntung', 'orang', 'bisa', 'nonton', 'dialog', 'dari', 'dua', 'orang', 'keren', 'ini', 'gratis', 'cuma', 'modal', 'kuota', 'internet', 'bayangin', 'ilmu', 'dari', 'obrolan', 'dua', 'orang', 'ini', 'levelnya', 'mungkin', 'lebih', 'dari', 'seminar', 'yang', 'tiketnya', 'jutaan', 'terima', 'kasih', 'pak', 'gita', 'dan', 'endgame']","['beruntung', 'orang', 'nonton', 'dialog', 'orang', 'keren', 'gratis', 'cuma', 'modal', 'kuota', 'internet', 'bayangin', 'ilmu', 'obrolan', 'orang', 'levelnya', 'mungkin', 'lebih', 'seminar', 'tiketnya', 'jutaan', 'terima', 'kasih', 'gita', 'endgame']",beruntung orang nonton dialog orang keren gratis cuma modal kuota internet bayangin ilmu obrolan orang levelnya mungkin lebih seminar tiketnya jutaan terima kasih gita endgame,untung orang nonton dialog orang keren gratis cuma modal kuota internet bayangin ilmu obrol orang level mungkin lebih seminar tiket juta terima kasih gita endgame
2025-12-10T05:11:06Z,"['nikmat', 'sekali', 'topik', 'dan', 'pembicaraan', 'ini', 'thenks']","['nikmat', 'sekali', 'topik', 'pembicaraan', 'thenks']",nikmat sekali topik pembicaraan thenks,nikmat sekali topik bicara thenks
2025-12-10T05:00:28Z,"['berasa', 'lagi', 'ndengerin', 'senior', 'diskusi']","['berasa', 'ndengerin', 'senior', 'diskusi']",berasa ndengerin senior diskusi,asa ndengerin senior diskusi
2025-12-10T04:46:12Z,"['semoga', 'indonesia', 'makin', 'membaik', 'kedepannya']","['semoga', 'indonesia', 'makin', 'membaik', 'kedepannya']",semoga indonesia makin membaik kedepannya,moga indonesia makin baik depan
2025-12-10T04:11:27Z,"['purbaya', 'investasi', 'asing', 'banyak', 'yang', 'melirik', 'tapi', 'kita', 'sendiri', 'yang', 'mempersulit']","['purbaya', 'investasi', 'asing', 'banyak', 'melirik', 'sendiri', 'mempersulit']",purbaya investasi asing banyak melirik sendiri mempersulit,purbaya investasi asing banyak lirik sendiri sulit
2025-12-10T04:06:02Z,"['baru', 'kali', 'ini', 'nonton', 'tanpa', 'skip']","['baru', 'kali', 'nonton', 'skip']",baru kali nonton skip,baru kali nonton skip
2025-12-10T04:03:22Z,"['saya', 'yakin', 'pak', 'purbaya', 'ijasahnya', 'asli']","['yakin', 'purbaya', 'ijasahnya', 'asli']",yakin purbaya ijasahnya asli,yakin purbaya ijasahnya asli
2025-12-10T03:48:46Z,"['thanks', 'million', 'may', 'allah', 'reward', 'you', 'all', 'with', 'goodness']","['thanks', 'million', 'may', 'allah', 'reward', 'you', 'all', 'with', 'goodness']",thanks million may allah reward you all with goodness,thanks million may allah reward you all with goodness
2025-12-10T03:18:20Z,"['daging', 'semua', 'edisi', 'terbaik', 'endgame']","['daging', 'semua', 'edisi', 'terbaik', 'endgame']",daging semua edisi terbaik endgame,daging semua edisi baik endgame
2025-12-10T03:13:58Z,"['bismillah', 'kita', 'dukung', 'bapak', 'mulai', 'tutupin', 'barang', 'impor', 'ilegal', 'supaya', 'pelaku', 'domestik', 'lebih', 'dominan', 'memperbaiki', 'pertumbuhan', 'ekonomi', 'dan', 'laju', 'iklim', 'investasi', 'supaya', 'bisa', 'tarik', 'investor']","['bismillah', 'dukung', 'mulai', 'tutupin', 'barang', 'impor', 'ilegal', 'pelaku', 'domestik', 'lebih', 'dominan', 'memperbaiki', 'pertumbuhan', 'ekonomi', 'laju', 'iklim', 'investasi', 'tarik', 'investor']",bismillah dukung mulai tutupin barang impor ilegal pelaku domestik lebih dominan memperbaiki pertumbuhan ekonomi laju iklim investasi tarik investor,bismillah dukung mulai tutupin barang impor ilegal laku domestik lebih dominan baik tumbuh ekonomi laju iklim investasi tarik investor
2025-12-10T02:41:33Z,"['when', 'put', 'the', 'right', 'person', 'the', 'right', 'place']","['when', 'put', 'the', 'right', 'person', 'the', 'right', 'place']",when put the right person the right place,when put the right person the right place
2025-12-10T02:14:12Z,"['mewah', 'bener', 'podcast', 'nya', 'macem', 'liat', 'meeting', 'avengers', 'wkwkw', 'mantaapp']","['mewah', 'bener', 'podcast', 'macem', 'liat', 'meeting', 'avengers', 'wkwkw', 'mantaapp']",mewah bener podcast macem liat meeting avengers wkwkw mantaapp,mewah bener podcast macem liat meeting avengers wkwkw mantaapp
2025-12-10T02:02:39Z,"['thks', 'pak', 'gita', 'sudah', 'mberikan', 'kesempatan', 'untuk', 'memahami', 'ekonomi']","['thks', 'gita', 'mberikan', 'kesempatan', 'memahami', 'ekonomi']",thks gita mberikan kesempatan memahami ekonomi,thks gita mberikan sempat paham ekonomi
2025-12-10T01:43:51Z,"['they', 'are', 'open', 'minded', 'persons']","['they', 'are', 'open', 'minded', 'persons']",they are open minded persons,they are open minded persons
2025-12-10T01:28:28Z,"['daging', 'semua', 'bos', 'gini', 'kalo', 'orang', 'pintar', 'discuss']","['daging', 'semua', 'bos', 'gini', 'kalo', 'orang', 'pintar', 'discuss']",daging semua bos gini kalo orang pintar discuss,daging semua bos gin kalo orang pintar discuss
2025-12-10T01:11:33Z,"['ini', 'dua', 'orang', 'cerdas', 'indonesia', 'aset', 'bangsa']","['orang', 'cerdas', 'indonesia', 'aset', 'bangsa']",orang cerdas indonesia aset bangsa,orang cerdas indonesia aset bangsa
2025-12-10T01:08:33Z,"['mnt', 'bisa', 'paham', 'kalo', 'nyimaknya', 'pake', 'roso', 'rasa']","['mnt', 'paham', 'kalo', 'nyimaknya', 'pake', 'roso', 'rasa']",mnt paham kalo nyimaknya pake roso rasa,mnt paham kalo nyimaknya pake roso rasa
2025-12-10T00:54:31Z,"['soshum', 'ketidakpastianstem', 'probabilitas']","['soshum', 'ketidakpastianstem', 'probabilitas']",soshum ketidakpastianstem probabilitas,soshum ketidakpastianstem probabilitas
2025-12-10T00:13:26Z,"['gita', 'wiryawan', 'will', 'appreciate', 'you', 'able', 'make', 'the', 'plan', 'busy', 'your', 'podcast', 'schedule', 'invite', 'ferry', 'latuhihin', 'god', 'bless', 'you']","['gita', 'wiryawan', 'will', 'appreciate', 'you', 'able', 'make', 'the', 'plan', 'busy', 'your', 'podcast', 'schedule', 'invite', 'ferry', 'latuhihin', 'god', 'bless', 'you']",gita wiryawan will appreciate you able make the plan busy your podcast schedule invite ferry latuhihin god bless you,gita wiryawan will appreciate you able make the plan busy your podcast schedule invite ferry latuhihin god bless you
2025-12-10T00:01:14Z,"['indonesia', 'sebenarnya', 'banyak', 'anak', 'pinter', 'tapi', 'tidak', 'mendapat', 'jalan', 'atau', 'pembimbing', 'yang', 'oke', 'kebanyakan', 'anak', 'pinter', 'itu', 'autodidak', 'mencari', 'jalan', 'sendiri', 'bahkan', 'banyak', 'yang', 'terlantar']","['indonesia', 'sebenarnya', 'banyak', 'anak', 'pinter', 'tidak', 'mendapat', 'jalan', 'pembimbing', 'oke', 'kebanyakan', 'anak', 'pinter', 'autodidak', 'mencari', 'jalan', 'sendiri', 'bahkan', 'banyak', 'terlantar']",indonesia sebenarnya banyak anak pinter tidak mendapat jalan pembimbing oke kebanyakan anak pinter autodidak mencari jalan sendiri bahkan banyak terlantar,indonesia benar banyak anak pinter tidak dapat jalan bimbing oke banyak anak pinter autodidak cari jalan sendiri bahkan banyak lantar
2025-12-09T21:49:13Z,"['gaji', 'guru', 'honorer', 'didaerah', 'tidak', 'ada', 'juta', 'pak', 'dibawah', 'juta', 'adanya', 'sedang', 'guru', 'sertifikasi', 'senior', 'itu', 'bisa', 'juta', 'lebih', 'mohon', 'diperhatikan', 'ketimpangan', 'ini']","['gaji', 'guru', 'honorer', 'didaerah', 'tidak', 'juta', 'dibawah', 'juta', 'adanya', 'sedang', 'guru', 'sertifikasi', 'senior', 'juta', 'lebih', 'mohon', 'diperhatikan', 'ketimpangan']",gaji guru honorer didaerah tidak juta dibawah juta adanya sedang guru sertifikasi senior juta lebih mohon diperhatikan ketimpangan,gaji guru honorer daerah tidak juta bawah juta ada sedang guru sertifikasi senior juta lebih mohon perhati timpang
2025-12-09T17:48:30Z,"['kirim', 'gibran', 'pak', 'untuk', 'program', 'sampai', 'biar', 'menjadi', 'wapres', 'kebanggaan', 'indonesia']","['kirim', 'gibran', 'program', 'biar', 'menjadi', 'wapres', 'kebanggaan', 'indonesia']",kirim gibran program biar menjadi wapres kebanggaan indonesia,kirim gibran program biar jadi wapres bangga indonesia
2025-12-09T17:29:56Z,"['pak', 'izin', 'nanya', 'kenapa', 'programnya', 'sekolah', 'rakyat', 'bukankah', 'negeri', 'sudah', 'banyak', 'bahkan', 'banyak', 'yang', 'tidak', 'ada', 'murid', 'karena', 'persaingan', 'ketat', 'dengan', 'swasta']","['izin', 'nanya', 'programnya', 'sekolah', 'rakyat', 'bukankah', 'negeri', 'banyak', 'bahkan', 'banyak', 'tidak', 'murid', 'persaingan', 'ketat', 'swasta']",izin nanya programnya sekolah rakyat bukankah negeri banyak bahkan banyak tidak murid persaingan ketat swasta,izin nanya program sekolah rakyat bukankah negeri banyak bahkan banyak tidak murid saing ketat swasta
2025-12-09T16:16:14Z,"['hope', 'resposible', 'with', 'your', 'knowledge', 'pak', 'trush', 'you', 'can', 'make', 'indo', 'growth', 'this', 'econom']","['hope', 'resposible', 'with', 'your', 'knowledge', 'trush', 'you', 'can', 'make', 'indo', 'growth', 'this', 'econom']",hope resposible with your knowledge trush you can make indo growth this econom,hope resposible with your knowledge trush you can make indo growth this econom
2025-12-09T15:27:59Z,"['ini', 'bener', 'tontonan', 'yang', 'sangat', 'ekslusif', 'orang', 'yang', 'sangat', 'dalam', 'memahami', 'tentang', 'ekonomi', 'domestik', 'dan', 'global', 'good', 'job', 'pak', 'menkue', 'purbaya', 'dan', 'terimakasih', 'pak', 'gita']","['bener', 'tontonan', 'sangat', 'ekslusif', 'orang', 'sangat', 'memahami', 'ekonomi', 'domestik', 'global', 'good', 'job', 'menkue', 'purbaya', 'terimakasih', 'gita']",bener tontonan sangat ekslusif orang sangat memahami ekonomi domestik global good job menkue purbaya terimakasih gita,bener tonton sangat ekslusif orang sangat paham ekonomi domestik global good job menkue purbaya terimakasih gita
2025-12-09T15:11:04Z,"['heran', 'kenapa', 'pemerintah', 'masih', 'demen', 'ambil', 'menteri', 'dari', 'parpol', 'yang', 'tidak', 'nyambung', 'keilmuannya', 'padahal', 'dari', 'teknokrat', 'kan', 'enak', 'bener', 'jalannya', 'rumah', 'tangga', 'negara']","['heran', 'pemerintah', 'demen', 'ambil', 'menteri', 'parpol', 'tidak', 'nyambung', 'keilmuannya', 'padahal', 'teknokrat', 'kan', 'enak', 'bener', 'jalannya', 'rumah', 'tangga', 'negara']",heran pemerintah demen ambil menteri parpol tidak nyambung keilmuannya padahal teknokrat kan enak bener jalannya rumah tangga negara,heran perintah demen ambil menteri parpol tidak nyambung ilmu padahal teknokrat kan enak bener jalan rumah tangga negara
2025-12-09T14:49:22Z,"['tontonan', 'termewah', 'tahun', 'ini']","['tontonan', 'termewah', 'tahun']",tontonan termewah tahun,tonton mewah tahun
2025-12-09T13:33:22Z,"['alhamdulillah', 'ternyata', 'orang', 'indonesia', 'pintar', 'walaupun', 'masih', 'sedikit']","['alhamdulillah', 'ternyata', 'orang', 'indonesia', 'pintar', 'walaupun', 'sedikit']",alhamdulillah ternyata orang indonesia pintar walaupun sedikit,alhamdulillah nyata orang indonesia pintar walaupun sedikit
2025-12-09T13:08:41Z,"['kedua', 'orang', 'ini', 'luar', 'biasa', 'semoga', 'gen', 'bisa', 'menyerap', 'dan', 'menyesuaikan', 'perkembangan', 'kedepan', 'demi', 'bangsa', 'dan', 'negara', 'terimakasih', 'untuk', 'kedua', 'bapak', 'yang', 'luar', 'biasa']","['kedua', 'orang', 'luar', 'biasa', 'semoga', 'gen', 'menyerap', 'menyesuaikan', 'perkembangan', 'kedepan', 'bangsa', 'negara', 'terimakasih', 'kedua', 'luar', 'biasa']",kedua orang luar biasa semoga gen menyerap menyesuaikan perkembangan kedepan bangsa negara terimakasih kedua luar biasa,dua orang luar biasa moga gen serap sesuai kembang depan bangsa negara terimakasih dua luar biasa
2025-12-09T12:55:27Z,"['ternyata', 'orang', 'kita', 'yang', 'ada', 'oknum', 'mempersulit', 'negara', 'sendiri', 'yuuk', 'semangat', 'optimis']","['ternyata', 'orang', 'oknum', 'mempersulit', 'negara', 'sendiri', 'yuuk', 'semangat', 'optimis']",ternyata orang oknum mempersulit negara sendiri yuuk semangat optimis,nyata orang oknum sulit negara sendiri yuuk semangat optimis
2025-12-09T12:30:26Z,"['pembahasan', 'nya', 'sangat', 'menarik', 'walaupun', 'banyak', 'bahasa', 'yang', 'tidak', 'terlalu', 'paham', 'karena', 'orang']","['pembahasan', 'sangat', 'menarik', 'walaupun', 'banyak', 'bahasa', 'tidak', 'terlalu', 'paham', 'orang']",pembahasan sangat menarik walaupun banyak bahasa tidak terlalu paham orang,bahas sangat tarik walaupun banyak bahasa tidak terlalu paham orang
2025-12-09T12:21:59Z,"['nah', 'sekolah', 'rakyat', 'konsepnya', 'ternyata', 'bagus', 'ada', 'tujuan', 'jangka', 'panjang', 'yang', 'mulia', 'selama', 'ini', 'media', 'mainstream', 'memandang', 'negatif']","['nah', 'sekolah', 'rakyat', 'konsepnya', 'ternyata', 'bagus', 'tujuan', 'jangka', 'panjang', 'mulia', 'selama', 'media', 'mainstream', 'memandang', 'negatif']",nah sekolah rakyat konsepnya ternyata bagus tujuan jangka panjang mulia selama media mainstream memandang negatif,nah sekolah rakyat konsep nyata bagus tuju jangka panjang mulia lama media mainstream pandang negatif
2025-12-09T12:21:26Z,"['saya', 'tukang', 'las', 'lihat', 'ini', 'serasa', 'menjadi', 'direktur', 'bri', 'yang', 'dengerin', 'para', 'menejer', 'presentasi']","['tukang', 'las', 'lihat', 'serasa', 'menjadi', 'direktur', 'bri', 'dengerin', 'menejer', 'presentasi']",tukang las lihat serasa menjadi direktur bri dengerin menejer presentasi,tukang las lihat serasa jadi direktur bri dengerin menejer presentasi
2025-12-09T11:53:09Z,"['hidup', 'pak', 'purbaya', 'merdeka', 'semoga', 'anda', 'beserta', 'keluarga', 'anda', 'sehat', 'selalu', 'panjang', 'umur', 'semua', 'cita', 'anda', 'tercapai', 'anda', 'bahagia', 'sejahtera', 'atas', 'perjuangan', 'anda', 'memajukan', 'ekonomi', 'indonesia', 'saya', 'rakyat', 'indonesia', 'mengucapkan', 'terimakasih', 'sampai', 'semoga', 'anda', 'diberikan', 'keberkahan', 'kebarokahan', 'rejeki', 'serta', 'umur', 'amiin', 'purbaya', 'yudhi', 'sadewo', 'maturnuwun']","['hidup', 'purbaya', 'merdeka', 'semoga', 'beserta', 'keluarga', 'sehat', 'selalu', 'panjang', 'umur', 'semua', 'cita', 'tercapai', 'bahagia', 'sejahtera', 'atas', 'perjuangan', 'memajukan', 'ekonomi', 'indonesia', 'rakyat', 'indonesia', 'mengucapkan', 'terimakasih', 'semoga', 'diberikan', 'keberkahan', 'kebarokahan', 'rejeki', 'umur', 'amiin', 'purbaya', 'yudhi', 'sadewo', 'maturnuwun']",hidup purbaya merdeka semoga beserta keluarga sehat selalu panjang umur semua cita tercapai bahagia sejahtera atas perjuangan memajukan ekonomi indonesia rakyat indonesia mengucapkan terimakasih semoga diberikan keberkahan kebarokahan rejeki umur amiin purbaya yudhi sadewo maturnuwun,hidup purbaya merdeka moga serta keluarga sehat selalu panjang umur semua cita capai bahagia sejahtera atas juang maju ekonomi indonesia rakyat indonesia ucap terimakasih moga beri berkah kebarokahan rejeki umur amiin purbaya yudhi sadewo maturnuwun
2025-12-09T11:27:53Z,"['sorry', 'kalau', 'terkesan', 'hiperbolik', 'tapi', 'ini', 'podcast', 'termahal', 'sejauh', 'ini', 'menurut', 'saya']","['sorry', 'kalau', 'terkesan', 'hiperbolik', 'podcast', 'termahal', 'sejauh']",sorry kalau terkesan hiperbolik podcast termahal sejauh,sorry kalau kes hiperbolik podcast mahal jauh
